Dialogue_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,predicted_emotion,confidence,outcome,winning_agent,vote_plain,vote_linguistic,vote_context,reason_plain,reason_linguistic,reason_context,arbitrator_reasoning
108,108_0,Phoebe,Ugh!,disgust,neutral,0.5,arbitrated,unknown,neutral,disgust,sadness,,,,
108,108_3,Phoebe,"I mean if you buy a bed from Janices ex-husband, thats like betraying Chandler.",anger,disgust,1.0,arbitrated,unknown,neutral,disgust,anger,,,,
108,108_4,Monica,Not at these prices.,anger,neutral,0.5,majority,majority,neutral,neutral,disgust,,,,
108,108_5,Phoebe,Hi. Y'know in England this car would be on the other side of the store.  Woo!,joy,surprise,0.925,majority,majority,surprise,neutral,surprise,,,,
108,108_6,Monica,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",joy,joy,0.65,unanimous,majority,joy,joy,joy,,,,
108,108_7,Phoebe,"Eh, Monica it, it feels so weird, y'know, Chandlers your friend...  Oh!",surprise,surprise,1.0,arbitrated,unknown,anger,neutral,sadness,,,,
108,108_8,Phoebe,Oh my God!,surprise,surprise,0.5,majority,majority,neutral,surprise,surprise,,,,
108,108_9,Phoebe,"Aw, all right take this bed, you can make other friends.",joy,anger,0.2,majority,majority,neutral,anger,anger,,,,
109,109_0,Lorraine,"You know, ever since I was little, I've been able to pick up quarters with my toes.",joy,joy,0.325,majority,majority,joy,joy,neutral,,,,
109,109_1,Joey,"Good for you.  Uh, quarters or rolls of quarters?",joy,neutral,0.65,majority,majority,joy,neutral,neutral,,,,
109,109_2,Janice,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",anger,sadness,0.735,majority,majority,sadness,anger,sadness,,,,
109,109_3,Chandler,That's OK.,neutral,neutral,0.74,majority,majority,neutral,neutral,anger,,,,
109,109_4,Janice,"Oh, are you sure?",surprise,neutral,0.5,arbitrated,unknown,neutral,fear,anger,,,,
109,109_5,Janice,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",anger,anger,0.5,arbitrated,unknown,joy,anger,neutral,,,,
109,109_6,Joey,We can't do that.,neutral,neutral,0.5,majority,majority,neutral,anger,neutral,,,,
109,109_7,Chandler,What? What can't you do?,surprise,anger,0.4833,majority,majority,anger,neutral,anger,,,,
107,107_0,Rachel,"Honey, I was wondering....",neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
107,107_1,Ross,Hmm?,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
107,107_2,Rachel,"Do you still have that, um, Navy uniform?",joy,neutral,0.6,unanimous,majority,neutral,neutral,neutral,,,,
107,107_3,Ross,"Nooo, I had to return it to the costume place.",sadness,neutral,0.5,majority,majority,neutral,sadness,neutral,[regex fallback],,,
107,107_4,Rachel,Hmm.,neutral,neutral,1.0,majority,majority,neutral,neutral,anger,,,,
107,107_5,Ross,I think I have an old band uniform from high school.,joy,joy,0.575,majority,majority,joy,joy,neutral,,,,
107,107_6,Rachel,"You remember not having sex in high school, right?",sadness,disgust,0.0,arbitrated,unknown,surprise,disgust,sadness,,,,
107,107_7,Ross,Yeah.,sadness,neutral,0.5,arbitrated,unknown,anger,surprise,sadness,,,,
107,107_8,Rachel,"Well honey, what about you?",neutral,surprise,1.0,arbitrated,unknown,neutral,sadness,surprise,,,,
107,107_9,Ross,What?,neutral,surprise,0.8,majority,majority,neutral,surprise,surprise,,,,
107,107_10,Rachel,"I mean do you have any fun, you know, fantasy type things?",neutral,surprise,0.9,arbitrated,unknown,neutral,joy,surprise,,,,
107,107_11,Ross,No.,neutral,neutral,0.5,majority,majority,anger,neutral,neutral,,,,
107,107_12,Rachel,Come on you gotta have one!,surprise,joy,0.8867,unanimous,majority,joy,joy,joy,,,,
110,110_0,Joey,She really said that?,surprise,neutral,0.24,majority,majority,neutral,neutral,surprise,,,,
110,110_1,Ross,"Well, I added the 'exactly like me' part...",neutral,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
110,110_2,Ross,"But she said she's looking for someone, and someone is gonna be there tonight.",neutral,neutral,0.5,arbitrated,unknown,surprise,sadness,fear,,,,
110,110_3,Joey,'Tonight' tonight?,surprise,surprise,0.935,unanimous,majority,surprise,surprise,surprise,,,,
110,110_4,Ross,"Well, I think it's perfect.",joy,joy,0.5,majority,majority,joy,neutral,joy,,,,
110,110_5,Ross,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",neutral,joy,0.255,majority,majority,joy,neutral,joy,,,,
110,110_6,Chandler,I can't remember the last time I got a girl to take care of my monkey.,sadness,neutral,0.5,majority,majority,joy,neutral,neutral,,,,
110,110_7,Ross,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",joy,joy,0.5833,unanimous,majority,joy,joy,joy,,,,
110,110_8,Chandler,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",disgust,neutral,0.5,arbitrated,unknown,anger,surprise,disgust,,,,
111,111_0,Mrs. Bing,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",neutral,neutral,0.0,majority,majority,joy,neutral,neutral,,,,
111,111_1,Chandler,"No, just knowing you're gonna be there is enough.",neutral,joy,0.6,unanimous,majority,joy,joy,joy,,,,
111,111_2,Mrs. Bing,"Alright, well, be good, I love you.",joy,joy,0.9333,unanimous,majority,joy,joy,joy,,,,
111,111_3,Chandler,You kissed my best Ross! ...Or something to that effect.,anger,anger,0.675,majority,majority,anger,sadness,anger,,,,
111,111_4,Mrs. Bing,"O-kay. Look, it, it was stupid.",sadness,anger,1.0,arbitrated,unknown,neutral,sadness,disgust,,,,
111,111_5,Chandler,Really stupid.,anger,anger,0.8185,majority,majority,anger,anger,disgust,,,,
111,111_6,Mrs. Bing,Really stupid.,sadness,neutral,0.5,arbitrated,unknown,anger,neutral,disgust,,,,
111,111_7,Mrs. Bing,And I don't even know how it happened.,sadness,neutral,0.5,arbitrated,unknown,neutral,anger,surprise,,,,
111,111_8,Mrs. Bing,"I'm sorry, honey, I promise it will never happen again.",sadness,neutral,0.4333,unanimous,majority,neutral,neutral,neutral,,,,
111,111_9,Mrs. Bing,Are we okay now?,fear,neutral,0.5,arbitrated,unknown,sadness,neutral,joy,,,,
111,111_10,Chandler,Yeah. No. No...,anger,sadness,0.705,majority,majority,sadness,neutral,sadness,,,,
111,111_11,Ross,"Ah, the forbidden love of a man and his door.",neutral,surprise,0.75,majority,majority,joy,surprise,surprise,,,,
111,111_12,Joey,"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral,anger,0.3,majority,majority,anger,neutral,anger,,,,
111,111_13,Ross,You're kidding.,surprise,neutral,0.5,arbitrated,unknown,neutral,anger,surprise,,,,
111,111_14,Joey,"No, no. He said ""When are you gonna grow up and start being a mom?""",neutral,anger,0.9,majority,majority,sadness,anger,anger,,,,
114,114_0,Rachel,"All right, well the place was closed. Ill just copy it later.",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
114,114_1,Joey,"Or not. Uh, Rach, why dont you just move in with me?",neutral,anger,0.5,majority,majority,neutral,anger,anger,,,,
114,114_2,Ross,"Whoa! Whoa! Whoa, Joey!",surprise,neutral,0.5,majority,majority,neutral,neutral,surprise,,,,
114,114_3,Joey,"No-no-no-no-no-no-no-no Its okay, I mean Ilook Rach, I know I scared you off with that whole Naked Thursdays thing, but we dont have to do that!",neutral,neutral,0.5,majority,majority,neutral,neutral,surprise,,,,
114,114_4,Rachel,"Well, it would be easier to move just right across the hall. Wait a minute, unless youre thinking about Naked Wednesdays.",neutral,surprise,0.7,majority,majority,neutral,surprise,surprise,,,,
114,114_5,Joey,"Thursdays clearly not good for ya, pick a day!",joy,neutral,0.5,arbitrated,unknown,joy,surprise,anger,,,,
112,112_0,Phoebe,Oh there it is.,neutral,neutral,0.4933,unanimous,majority,neutral,neutral,neutral,,,,
112,112_1,Monica,Thats not your regular dry cleaners.,neutral,neutral,0.8805,majority,majority,neutral,surprise,neutral,,,,
112,112_2,Phoebe,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",disgust,neutral,1.0,arbitrated,unknown,sadness,anger,disgust,,,,
112,112_3,Phoebe,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",disgust,anger,0.8,arbitrated,unknown,neutral,sadness,anger,,,,
112,112_4,Monica,What?!,surprise,surprise,0.3333,unanimous,majority,surprise,surprise,surprise,,,,
112,112_5,Phoebe,A new grocery store.,neutral,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
112,112_6,Phoebe,The universe said I was going to meet a nice guy and thats what they gave me?,anger,surprise,1.0,majority,majority,surprise,surprise,anger,,,,
112,112_7,Phoebe,When I get up there Im going to kick some ass.,anger,anger,0.73,unanimous,majority,anger,anger,anger,,,,
112,112_8,Monica,"Dont worry Phoebe, youre gonna meet someone. If I can meet a great guy, so can you.",neutral,joy,0.45,majority,majority,joy,joy,neutral,,,,
112,112_9,Phoebe,"Yeah, we both can. And we both will.",neutral,joy,0.761,majority,majority,joy,neutral,joy,,,,
112,112_10,Phoebe,"Oh, you didnt have to come in with me.",neutral,neutral,0.5,majority,majority,neutral,joy,neutral,,,,
112,112_11,Monica,Are you kidding? This is where they get out stains! Okay? This is like,joy,surprise,1.0,arbitrated,unknown,neutral,joy,surprise,,,,
112,112_12,Guy,"Oh, excuse me! I think you dropped s Wow!",surprise,surprise,0.5,majority,majority,neutral,surprise,surprise,,,,
112,112_13,Phoebe,What?,surprise,surprise,0.68,majority,majority,neutral,surprise,surprise,,,,
112,112_14,Guy,"Im sorry, its just that youre so incredibly beautiful.",surprise,joy,0.8345,majority,majority,joy,anger,joy,,,,
112,112_15,Phoebe,"Oh yeah well, Im sorry about that too, but what are you going to do?",neutral,neutral,0.5,arbitrated,unknown,anger,neutral,surprise,,,,
112,112_16,Guy,"I hope you dont think Im crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",joy,surprise,0.896,majority,majority,joy,surprise,surprise,,,,
112,112_17,Phoebe,A little.   Now youre talking.,neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
112,112_18,Guy,Would you like to go out and have a cup of coffee?,neutral,joy,0.51,unanimous,majority,joy,joy,joy,,,,
112,112_19,Phoebe,I-I-Id love to. Let me just tell my friend.,joy,joy,0.85,majority,majority,joy,neutral,joy,,,,
112,112_20,Monica,"Ooh, an ink stain! Hey, can I watch how you get this out?",joy,neutral,1.0,majority,majority,neutral,surprise,neutral,,,,
112,112_21,Phoebe,She mustve left.,neutral,neutral,0.95,majority,majority,neutral,neutral,surprise,,,,
113,113_0,Ross,Monica! Stop throwing it so hard! We're on the same team!,anger,anger,0.4972,majority,majority,anger,anger,neutral,,,,
113,113_1,Chandler,Four hours? You guys have been doing this for four hours?,surprise,surprise,0.8767,unanimous,majority,surprise,surprise,surprise,,,,
113,113_2,Joey,That's right baby.,joy,joy,1.0,majority,majority,joy,neutral,joy,,,,
113,113_3,Chandler,"All right, let me in.",neutral,anger,1.0,arbitrated,unknown,anger,neutral,joy,,,,
113,113_4,Monica,No-no! Don't do it! Don't!,fear,fear,0.1,majority,majority,neutral,fear,fear,,,,
113,113_5,Chandler,What?,surprise,surprise,1.0,arbitrated,unknown,neutral,surprise,fear,,,,
113,113_6,Monica,He's a dropper!,anger,neutral,0.5,arbitrated,unknown,anger,disgust,surprise,,,,
113,113_7,Joey,"Oh yeah, that's right!",anger,disgust,1.0,arbitrated,unknown,neutral,disgust,anger,,,,
113,113_8,Chandler,I'm not a dropper!,anger,neutral,0.5,arbitrated,unknown,anger,surprise,neutral,,,,
113,113_9,Ross,"It's really a uh-uh three person game, y'know?",neutral,neutral,0.75,majority,majority,joy,neutral,neutral,,,,
113,113_10,Chandler,It's throwing and catching!,anger,neutral,0.75,majority,majority,neutral,neutral,surprise,,,,
113,113_11,Ross,All right.,neutral,neutral,0.6333,unanimous,majority,neutral,neutral,neutral,,,,
113,113_12,Chandler,Oh! Oh! That's so hard.,surprise,neutral,0.5,arbitrated,unknown,sadness,neutral,surprise,,,,
113,113_13,Joey,"Whoa-whoa you guys, it's not a cat!",anger,neutral,0.5,majority,majority,neutral,neutral,surprise,,,,
113,113_14,Monica,Oh myOh good God!,surprise,surprise,0.95,majority,majority,joy,surprise,surprise,,,,
113,113_15,Rachel,"I give up you guys, I don't know what I'm going to do with this thing!",anger,fear,0.575,majority,majority,fear,neutral,fear,,,,
113,113_16,Ross,"Baking it didn't help, huh?",neutral,neutral,0.95,majority,majority,joy,neutral,neutral,,,,
115,115_0,Sarah,"So thats two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you.",joy,neutral,0.3333,unanimous,majority,neutral,neutral,neutral,,,,
115,115_1,Ross,"Just admit it Chandler, you have no backhand.",neutral,anger,0.7167,unanimous,majority,anger,anger,anger,,,,
115,115_2,Chandler,"Excuse me little one, I have a very solid backhand.",anger,neutral,0.5,arbitrated,unknown,joy,sadness,neutral,,,,
115,115_3,Ross,Shielding your face and shrieking like a girl... is not a backhand.,disgust,anger,0.7667,unanimous,majority,anger,anger,anger,,,,
115,115_4,Chandler,I was shrieking... like a Marine.,neutral,anger,0.8,majority,majority,neutral,anger,anger,,,,
115,115_5,Ross,All right here. Watch me execute the three Ps of championship play. Power.  Precision.  and penache.,neutral,joy,0.81,unanimous,majority,joy,joy,joy,,,,
117,117_0,The Instructor,"Okay ladies, that ends todays class, and lets remember, lets be safe out there.",neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
117,117_1,Ross,Its a great class.,joy,joy,0.9167,unanimous,majority,joy,joy,joy,,,,
117,117_2,The Instructor,Thanks.,neutral,neutral,0.5,unanimous,majority,neutral,neutral,neutral,,,,
117,117_3,Ross,"Yeah, yeah, I was watching.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
117,117_4,Ross,"Umm, hey, a couple of questions though.",neutral,neutral,0.607,unanimous,majority,neutral,neutral,neutral,,,,
117,117_5,Ross,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?",fear,surprise,0.55,majority,majority,neutral,surprise,surprise,,,,
117,117_6,The Instructor,"Well, she would take her keys and try to jam them",neutral,neutral,0.35,majority,majority,neutral,sadness,neutral,,,,
117,117_7,Ross,No. No-no. No. What would,anger,surprise,0.425,majority,majority,surprise,surprise,anger,,,,
117,117_8,The Instructor,Who? Me the attacker?,surprise,surprise,0.45,majority,majority,anger,surprise,surprise,,,,
116,116_0,Lydia,She's not much of a phone person.,neutral,neutral,0.75,majority,majority,neutral,anger,neutral,,,,
116,116_1,Joey,"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?",neutral,neutral,0.5,arbitrated,unknown,sadness,anger,surprise,,,,
116,116_2,Lydia,"Hey, Knick fan, am I interested in your views on fatherhood? Uh, no.",anger,neutral,0.5,majority,majority,neutral,neutral,disgust,,,,
116,116_3,Joey,"Ok, look, maybe I should just go.",neutral,neutral,0.25,majority,majority,neutral,neutral,anger,,,,
116,116_4,Lydia,Maybe you should.,anger,neutral,0.75,majority,majority,neutral,neutral,anger,,,,
116,116_5,Joey,"Good luck, and uh, take care, huh?",sadness,neutral,0.4933,unanimous,majority,neutral,neutral,neutral,,,,
116,116_6,Joey,You know what the Celtics problem is? They let the players run the team.,neutral,anger,0.4,majority,majority,anger,anger,neutral,,,,
116,116_7,Lydia,"Oh, that is so not true.",neutral,neutral,0.5,arbitrated,unknown,surprise,anger,neutral,,,,
116,116_8,Joey,"Oh, it is.",neutral,neutral,0.5,arbitrated,unknown,neutral,anger,disgust,,,,
116,116_9,Lydia,It isn't.,neutral,anger,0.33,majority,majority,anger,anger,surprise,,,,
116,116_10,Joey,It is.,neutral,neutral,0.5,majority,majority,neutral,anger,neutral,,,,
116,116_11,Lydia,Isn't!,anger,neutral,0.5,arbitrated,unknown,neutral,anger,surprise,,,,
118,118_0,Dana,"Im sorry Chandler, yknow you are such a sweet guy and I, I dont want to hurt you.",sadness,neutral,0.8,majority,majority,sadness,neutral,neutral,,,,
118,118_1,Dana,"Oh, I wish there was something I can do to make you feel better.",sadness,neutral,0.5,majority,majority,neutral,neutral,sadness,,,,
118,118_2,Chandler,No-noReally?!,surprise,surprise,0.9167,unanimous,majority,surprise,surprise,surprise,,,,
118,118_3,Dana,Of course!,joy,joy,1.0,arbitrated,unknown,joy,neutral,surprise,,,,
118,118_4,Chandler,"Well, it just hurts so bad. I uh",sadness,sadness,0.0,majority,majority,neutral,sadness,sadness,,,,
118,118_5,Dana,"Ohh, Im sorry.",sadness,sadness,0.875,unanimous,majority,sadness,sadness,sadness,,,,
118,118_6,Chandler,Well maybe there is one thing you can do.,neutral,sadness,0.9,majority,majority,neutral,sadness,sadness,,,,
118,118_7,Dana,What?! Anything! Anything!,joy,surprise,0.915,majority,majority,surprise,anger,surprise,,,,
118,118_8,Chandler,"Well, I umm, I mean this is just off the top of my head now, umm but I have this friend.",neutral,surprise,0.9467,unanimous,majority,surprise,surprise,surprise,,,,
118,118_9,Chandler,"This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?",fear,surprise,0.802,majority,majority,surprise,surprise,neutral,,,,
118,118_10,Dana,Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,surprise,neutral,0.5,arbitrated,unknown,joy,anger,neutral,,,,
118,118_11,Chandler,"Well, the heart wants what it wants. Ill see you later.",neutral,neutral,0.8333,unanimous,majority,neutral,neutral,neutral,,,,
119,119_0,Monica,"Okay, I got that. Ill escape over there. Ill come back over here. All right, come on",neutral,neutral,1.0,unanimous,majority,neutral,neutral,neutral,,,,
